Start,End,Lobbyist,Client,Industry,Cluster
2014-06-27,2016-06-26,Alexandra Jashinsky,720 Lamar Place,Property Owner,769
2014-06-27,2016-06-26,Alexandra Jashinsky,2208 Lake Austin,Real Estate,857
2014-06-27,2016-06-26,Alexandra Jashinsky,AECOM,Engineers,292
2014-06-27,2015-06-27,Alexandra Jashinsky,Antolin Aguirre,Mobile Vending,613
2014-06-27,2016-06-26,Alexandra Jashinsky,Atlantic Housing Foundation,Developer,415
2014-06-27,2016-06-26,Alexandra Jashinsky,Austin Board of Realtors,Real Estate,27
2014-06-27,2015-06-27,Alexandra Jashinsky,Jerry Bell,Individual,416
2014-06-27,2016-06-26,Alexandra Jashinsky,Berns Commercial Properties,Real Property Owner,293
2014-06-27,2016-06-26,Alexandra Jashinsky,Bouldin Creek Neighborhood Association,Neighborhood Association,299
2014-06-27,2015-06-27,Alexandra Jashinsky,Brazos Masonry,Property Owner,74
2014-06-27,2015-06-27,Alexandra Jashinsky,Bunkhouse Management,Developer,303
2014-06-27,2016-06-26,Alexandra Jashinsky,Carollo Engineers,Engineers,877
2014-06-27,2015-06-27,Alexandra Jashinsky,Circuit of the Americas,Sports and Special Events Productions,105
2013-01-03,2014-01-03,Wm. Bray,St. David's Foundation,Healthcare Provider,815
2014-06-27,2015-06-27,Alexandra Jashinsky,Colony Park Neighborhood Association,Neighborhood Asociation,299
2014-06-27,2015-06-27,Alexandra Jashinsky,Charmeleon Group,Car Dealership,426
2014-06-27,2016-06-26,Alexandra Jashinsky,Continental Cars,Car Dealership,417
2014-06-27,2016-06-26,Alexandra Jashinsky,Davenport Ranch Neighborhood Assoc.,Neighborhood Assoc,428
2014-06-27,2015-06-27,Alexandra Jashinsky,Paz Doty,Property Owner,357
2014-06-27,2015-06-27,Alexandra Jashinsky,Walter B. Eads,Individual,362
2014-06-27,2015-06-27,Alexandra Jashinsky,Eanes Community Alliance,Community Association,323
2014-06-27,2016-06-26,Alexandra Jashinsky,Eureka Holdings,Real Estate,619
2014-06-27,2016-06-26,Alexandra Jashinsky,Fine Line Diversified Development,Real Estate,628
2014-06-27,2016-06-26,Alexandra Jashinsky,Chereen Fisher,Property Owner,616
2014-06-27,2016-06-26,Alexandra Jashinsky,Flemtex Properties,Plastics Recycling Company,418
2014-06-27,2016-06-26,Alexandra Jashinsky,Forestar Real Estate Group,Land Development & Sales,46
2014-06-27,2015-06-27,Alexandra Jashinsky,Freedom Carwash,Car Wash,429
2014-06-27,2016-06-26,Alexandra Jashinsky,Gemini Solar Development,Solar Power Company,634
2015-01-08,2016-01-08,Michele Lynch,The Dinerstein Companies,Real Estate,60
2015-01-08,2017-01-08,Michele Lynch,The Stratford Company,Real Estate Development,564
2015-01-08,2016-01-08,Michele Lynch,First Hartford Realty,Real Estate Develoment,251
2014-06-27,2016-06-26,Alexandra Jashinsky,Anthony George,Property Owner,629
2014-06-27,2016-06-26,Alexandra Jashinsky,"Gilcrease, Peter",Property Owner,430
2014-06-27,2016-06-26,Alexandra Jashinsky,Steve Greenberg,Retail Sales,314
2014-06-27,2015-06-27,Alexandra Jashinsky,The Greystone Group,Developer,419
2014-06-27,2016-06-26,Alexandra Jashinsky,Grubb and Ellis Realty Investors,Real Property Owner,315
2014-06-27,2015-06-27,Alexandra Jashinsky,Heritage Neighborgood Association,Neighborhood Association,298
2014-06-27,2015-06-27,Alexandra Jashinsky,"Highland Park West, Limited",Neighborhood Association,316
2014-06-27,2016-06-26,Alexandra Jashinsky,"Hoomanrad, Navid",Property Owner,620
2014-06-27,2016-06-26,Alexandra Jashinsky,HomeAway,Vacation Rental Service,381
2014-06-27,2016-06-26,Alexandra Jashinsky,Insurance Auto Auctions,Auto Salvage,420
2014-06-27,2015-06-27,Alexandra Jashinsky,James Jard,Property Owner,431
2014-06-27,2016-06-26,Alexandra Jashinsky,Jeremiah Venture,Developer,421
2014-06-27,2016-06-26,Alexandra Jashinsky,JLB Realty,Developer,632
2014-06-27,2016-06-26,Alexandra Jashinsky,Kailey Development Partners,Property Owner,432
2014-06-27,2016-06-26,Alexandra Jashinsky,LDG Norwood,Property Owner,422
2014-06-27,2016-06-26,Alexandra Jashinsky,"Liemandt, Joseph and Andra",Real Property Owner,625
2014-06-27,2016-06-26,Alexandra Jashinsky,Lippincott Capital,Property Owner,606
2014-06-27,2016-06-26,Alexandra Jashinsky,Lost Creek Neighborhood Assoc,Neghborhood Association,295
2014-06-27,2016-06-26,Alexandra Jashinsky,McAdams Enterprises,Property Owner,132
2014-06-27,2015-06-27,Alexandra Jashinsky,David McMahan,Individual,362
2014-06-27,2015-06-27,Alexandra Jashinsky,Stephen Melchiode,Individual,710
2014-06-27,2016-06-26,Alexandra Jashinsky,Mill Creek Residential Trust,Developer,607
2014-06-27,2016-06-26,Alexandra Jashinsky,Sohil Momin,Property Owner,423
2014-06-27,2016-06-26,Alexandra Jashinsky,"Moumouris, Lampros",Individual,134
2014-06-27,2016-06-26,Alexandra Jashinsky,MTG Management,Commerical Real Property Management,768
2014-06-27,2016-06-26,Alexandra Jashinsky,The NRP Group,Developer,434
2014-06-27,2016-06-26,Alexandra Jashinsky,Oxford Alliance Investments,Land Development Company,334
2014-06-27,2016-06-26,Alexandra Jashinsky,Pacifica Host Hotels,Hotel,136
2014-06-27,2016-06-26,Alexandra Jashinsky,Prevarian Hospital Partners,Property Owner,635
2014-06-27,2016-06-26,Alexandra Jashinsky,Radec Management,Property Management,766
2014-06-27,2016-06-26,Alexandra Jashinsky,Reagan National Advertising,Outdoor Advertising,832
2014-06-27,2016-06-26,Alexandra Jashinsky,Cary and Cynthia Reynolds,Property Owner,436
2014-06-27,2016-06-26,Alexandra Jashinsky,"Riverside Resources Investments, Limited",Property Owner,100
2014-06-27,2016-06-26,Alexandra Jashinsky,Sandstone Ventures,Developer,614
2014-06-27,2015-06-27,Alexandra Jashinsky,Kevin Tarr,Property Owner,786
2014-06-27,2015-06-27,Alexandra Jashinsky,Taylor Woodrow Communities/Steiner Ranch,Developer,203
2014-06-27,2016-06-26,Alexandra Jashinsky,Televending,Developer,610
2014-06-27,2016-06-26,Alexandra Jashinsky,Texas Capital Bank,Banking Association,326
2014-06-27,2016-06-26,Alexandra Jashinsky,The Park at Travis Country COA,Condo Propert Owners,437
2014-06-27,2015-06-27,Alexandra Jashinsky,Stuart Thomajan,Property Owner,438
2014-06-27,2016-06-26,Alexandra Jashinsky,Travis Hotel Group,Developer,148
2014-06-27,2016-06-26,Alexandra Jashinsky,Trilogy Enterprises,Property Owner,342
2014-06-27,2016-06-26,Alexandra Jashinsky,V and S Enterprises,Commercial Real Property Management,767
2014-06-27,2016-06-26,Alexandra Jashinsky,Versa Development,Property Owner,344
2014-06-27,2016-06-26,Alexandra Jashinsky,Zilker Park Residences Partners,Land Development Company,637
2014-07-09,2015-07-09,Stephen Rye,Republic Services of Austin,Real,544
2014-07-09,2015-07-09,Stephen Rye,Artesia Real Estate,Real Estate,106
2014-07-09,2015-07-09,Stephen Rye,Honokea Surf Parks,Real Estate,106
2014-07-09,2015-07-09,Stephen Rye,Circle C Homeowners Association,,296
2014-07-09,2016-07-20,Amanda Swor,16 Piggybank,Real Estate,871
2014-07-09,2015-07-09,Amanda Swor,2208 Lake Austin,Real Estate,857
2014-07-09,2016-07-20,Amanda Swor,Aspen Heights,Real Estate,554
2014-07-09,2015-07-09,Amanda Swor,Austin Diagnostic Clinic,Real Estate,558
2014-07-09,2016-07-20,Amanda Swor,Butler Family Interests,Real Estate,872
2014-07-09,2015-07-09,Amanda Swor,Catalyst Acquisitions and Development Grp,Real Estate,874
2014-07-09,2015-07-09,Amanda Swor,Circle C Homeowners Association,,296
2014-01-08,2016-12-21,Donald Lucardi,EMSO Partners Limited,Financial Services,551
2014-10-02,2015-10-02,Shannon Meroney,The First Tee Greater Austin,"Water, Parks",591
2014-10-21,2015-10-21,David Cancialosi,Enoteca Restaurant,Restaurant,56
2014-10-02,2016-10-05,Steven Metcalfe,Springdale Farms,Real Estate,846
2014-10-02,2015-10-02,Shannon Meroney,American Heart Association,Non-profit Public Health Organization,478
2014-10-02,2016-10-05,Steven Metcalfe,The Hanover Company,Real Estate,897
2014-10-02,2015-10-02,Steven Metcalfe,Behringer Harvard,Real Estate,789
2014-10-15,2015-10-15,David Hartman,Hopper Communities,Real Estate,647
2013-10-07,2015-10-15,Mary Stratmann,Butler Park Pitch and Putt,Real Estate,300
2014-07-09,2015-07-09,Amanda Swor,JLM Financial Investments,Real Estate,892
2014-10-21,2015-10-21,David Cancialosi,Briley's Upholstery Austin,Customer Services,439
2014-03-13,2016-03-16,Dowe Gullatt,Trinity Insurance Group,Insurance,537
2014-06-09,2015-06-09,Mary Nabers,Beneplace,Web Based Services,960
2014-06-09,2016-06-12,Mary Nabers,CPS Human Resource Services,HR Services,325
2014-06-09,2015-06-09,Mary Nabers,RFD and Associates,Software Applications,961
2014-06-09,2016-06-12,Mary Nabers,Halff Associates,Engineering Services,652
2014-06-09,2016-06-12,Mary Nabers,Xerox,Oursourcing Services,333
2014-06-09,2015-06-09,Mary Nabers,Hoar Construction,Construction,962
2014-06-09,2016-06-12,Mary Nabers,NEC Corportation of America,Technology,178
2014-06-09,2016-06-12,Gay Erwin,United Road Towing dba UR Vehicle Management Solutions,"Towing, storage and disposition of vehicles",294
2014-06-09,2016-06-12,Gay Erwin,Halff Associates,Engineering Services,652
2015-01-20,2017-01-19,David Armbrust,"Riverside Resources Investments, Limited",Property Owner,100
2015-01-20,2017-01-19,David Armbrust,Goveia Commercial Real Estate,Real Estate,336
2014-08-29,2015-08-29,David Anderson,Artesia Real Estate,Real Estate,106
2014-08-29,2015-08-29,David Anderson,Cousins Properties,Real Estate,48
2014-08-29,2015-08-29,David Anderson,Grayco Partners,Real Estate Developer,889
2014-08-29,2015-08-29,David Anderson,Honokea Surf Parks,Real Estate,106
2014-08-29,2015-08-29,David Anderson,JLM Financial Investments,Real Estate,892
2014-08-29,2016-07-14,David Anderson,Manchester Financial Group,Real Estate Developement,599
2014-08-29,2015-08-29,David Anderson,Republic Services of Austin,Real,544
2014-08-29,2015-08-29,David Anderson,Senior Quality Lifestyles,Real Estate,878
2014-08-29,2016-07-14,David Anderson,Spire Realty,Real Estate,880
2014-08-29,2015-08-29,David Anderson,Stratus Properties,Live Music and Real Estate Development,523
2014-08-29,2015-08-29,David Anderson,Transwestern Commercial,Real Estate Developement,553
2014-08-29,2016-07-14,David Anderson,Walters Southwest,Real Estate,894
2013-10-07,2016-10-09,Mary Stratmann,Hopper Communities,Real Estate,647
2014-10-21,2015-10-21,David Cancialosi,Brian Follett,Residentaial Entitlement,963
2014-10-21,2015-10-21,David Cancialosi,Ginny Catanoia,Residential Entitelement,964
2015-01-06,2017-01-06,Amanda Morrow,"Success Foods Management, LLC/DBA Torcy's Tacos",Restaurant,363
2015-01-06,2016-01-06,Amanda Morrow,Prism,Entertainment,965
2015-01-06,2017-01-06,Amanda Morrow,Majestic Realty,Real Estate Investment,123
2015-01-12,2017-01-08,Stephen Drenner,Alexa Management,Real Estate Development,881
2015-01-06,2017-01-06,Lynn Carley,Capitol City Partners,Real Estate Investment/Development,861
2015-01-12,2016-01-12,Stephen Drenner,Artesia Real Estate,Real Estate,106
2014-07-18,2015-07-18,Pamela Madere,KJC Auto Title Loan Corp.,Consumer Lending,966
2014-04-25,2016-04-23,Nikelle Meade,AXF Development,Property Owner,618
2014-04-25,2016-04-23,Nikelle Meade,Bounce Marketing and Events,Event Company,395
2014-04-25,2015-04-25,Nikelle Meade,Paz Doty,Property Owner,357
2014-04-25,2016-04-23,Nikelle Meade,"Hoomanrad, Navid",Property Owner,620
2014-04-25,2016-04-23,Nikelle Meade,Edward Lopez,Property Owner,967
2014-04-25,2016-04-23,Nikelle Meade,McAdams Enterprises,Property Owner,132
2014-04-25,2015-04-25,Nikelle Meade,Robert Rock,Property Owner,968
2014-04-25,2016-04-23,Nikelle Meade,South River City Citizens Associations,Neighborhood Association,521
2014-04-25,2016-04-23,Nikelle Meade,Synagro-WWT,,621
2014-04-25,2016-04-23,Nikelle Meade,Televending,Developer,610
2014-04-25,2016-04-23,Nikelle Meade,Travis Hotel Group,Developer,148
2014-04-25,2016-04-23,Nikelle Meade,Marcus Whitfield,Property Owner,636
2014-12-17,2017-03-01,Richard Szecsy,Texas Aggregates and Concrete Association,State association for concrete industry,737
2015-01-06,2017-01-06,Lynn Carley,Colina West Real Estate,Real Estate Investment/Development,103
2015-01-06,2017-01-06,Lynn Carley,Harmony Public Schools,Real Estate Investment/Development,862
2015-01-06,2017-01-06,Lynn Carley,Dan Byrne,Real Estate Investment/Development,404
2015-01-06,2017-01-06,Lynn Carley,Flux Factory,Real Estate Investment/Development,855
2015-01-06,2017-01-06,Lynn Carley,Trammell Crow Company,Real Estate Development,99
2015-01-06,2017-01-06,Lynn Carley,"Middleton, David",Real Estate Investment/Development,866
2015-01-06,2017-01-06,Lynn Carley,Ryan Companies,Real Estate,447
2015-01-06,2017-01-06,Lynn Carley,James Schoenbaum,Real Estate Investment/Development,867
2015-01-06,2017-01-06,Lynn Carley,"Pacitti, Chris",Real Estate Investment/Development,868
2015-01-06,2017-01-06,Lynn Carley,Manoj Saxena,Real Estate Investment/Development,852
2015-01-06,2017-01-06,Lynn Carley,Simon Property Group,Real Estate Development,229
2015-01-12,2016-01-12,Stephen Drenner,16 Piggybank,Real Estate,871
2015-01-12,2016-01-12,Stephen Drenner,Austin Park,Real Estate Development,886
2015-01-12,2016-01-12,Stephen Drenner,Roy Cavanaugh,Real Estate,271
2015-01-12,2016-01-12,Stephen Drenner,Circle C Homeowners Association,,296
2015-01-12,2016-01-12,Stephen Drenner,Forestar Real Estate Group,Land Development & Sales,46
2015-01-12,2016-01-12,Stephen Drenner,Honokea Surf Parks,Real Estate,106
2015-01-12,2016-01-12,Stephen Drenner,JLM Financial Investments,Real Estate,892
2015-01-12,2016-01-12,Stephen Drenner,Legend Communities,Real Estate Development,183
2015-01-12,2016-01-12,Stephen Drenner,Lincoln Property Company,Real Estate Development,242
2015-01-12,2016-01-12,Stephen Drenner,Senior Quality Lifestyles,Real Estate,878
2015-01-12,2016-01-12,Stephen Drenner,Spire Realty,Real Estate,880
2015-01-06,2017-01-06,Amanda Morrow,Colina West Real Estate,Real Estate Investment/Development,103
2015-01-06,2017-01-06,Amanda Morrow,Capitol City Partners,Real Estate Investment/Development,861
2015-01-06,2017-01-06,Amanda Morrow,Harmony Public Schools,Real Estate Investment/Development,862
2015-01-06,2017-01-06,Amanda Morrow,Dan Byrne,Real Estate Investment/Development,404
2015-01-06,2017-01-06,Amanda Morrow,Flux Factory,Real Estate Investment/Development,855
2015-01-06,2017-01-06,Amanda Morrow,Trammell Crow Company,Real Estate Development,99
2015-01-06,2017-01-06,Amanda Morrow,"Middleton, David",Real Estate Investment/Development,866
2015-01-06,2017-01-06,Amanda Morrow,Ryan Companies,Real Estate,447
2015-01-06,2017-01-06,Amanda Morrow,James Schoenbaum,Real Estate Investment/Development,867
2015-01-06,2017-01-06,Amanda Morrow,"Pacitti, Chris",Real Estate Investment/Development,868
2015-01-06,2017-01-06,Amanda Morrow,Manoj Saxena,Real Estate Investment/Development,852
2015-01-06,2017-01-06,Amanda Morrow,Simon Property Group,Real Estate Development,229
2015-01-29,2016-01-29,Mark Littlefield,Drenner Group,Real Estate,300
2014-06-04,2015-06-04,Stepane Gharakhanian,Workers Defense Project,Non- Profit,41
2014-05-02,2016-06-15,Glen Coleman,ZIR Investments,,752
2014-06-25,2015-06-25,Betty Dunkerley,Ascencion Health,,473
2014-06-25,2015-06-25,Betty Dunkerley,Central Health,Health Center,411
2014-04-25,2016-04-23,Nikelle Meade,2208 Lake Austin,Real Estate,857
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Aupperle Co.,Property Development,176
2014-08-20,2015-08-20,Jimmy Bennett Sr.,David Wilkes Bldrs,Related land development issues,479
2014-08-20,2015-08-20,Jimmy Bennett Sr.,"Barlin, Peter",Land Developement Code Related Issues,480
2014-08-20,2015-08-20,Jimmy Bennett Sr.,"Khosravian, Dr. Pejman",Land Development Code Related Issues,160
2014-08-20,2015-08-20,Jimmy Bennett Sr.,ARC Matthew McMahon,Property Developer,158
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Texas Construction,Contractor,82
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Ford Smith Jr.,Business Owner & Property Developer,485
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Terry Laney,Building Contractor,169
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Dupont Group Rick Dupont,Developer/Builder,487
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Car Tex Engineers Gary Jones,Engineer,488
2014-08-20,2015-08-20,Jimmy Bennett Sr.,East Side Tree House Erik Olson,Business Owner,26
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Bailey Elliott Construction Co.,Contractor,157
2014-08-20,2015-08-20,Jimmy Bennett Sr.,A.J. Messer Construction Co.,Contractor,163
2014-08-20,2015-08-20,Jimmy Bennett Sr.,WLP Architect Bill Perkins,Architect,167
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Live Nations Eddie Hudson,Promotions,233
2014-08-20,2015-08-20,Jimmy Bennett Sr.,"Mikhail, Sam",Engineer,828
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Turnkey Cap. Group,Contractor,40
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Austin Housing Authority,Housing Authority,42
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Will Bridges,Restaurant Owner,969
2014-08-20,2015-08-20,Jimmy Bennett Sr.,MS General Contractors,Contractor,121
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Shirley Vega,Contractor,496
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Affinity Homes Bob Rue,Contractor,57
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Lewis Sign Builders,Sign Contractor,61
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Sam Kumar 9th and Red River,Real Estate Investor,499
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Freytag Florist,Florist,663
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Montana Builders,Builders,501
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Kenneth Gorence,Home Owner,469
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Brian Bailey Homes,Builder,75
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Streamline Commercial Contractors,Contractor,504
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Televending,Business Owner,505
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Miller Uniform,Uniform Co,506
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Aqua Builders Ebbn Milks,Builder,507
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Dana Copp Builder,Builder,819
2014-08-20,2015-08-20,Jimmy Bennett Sr.,1000 E. 6th,Real Estate Broker,509
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Maderone Ventures,Real Estate Developers,91
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Bryan Hardeman,Homeowner,150
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Boat Town Clayton Raven,Business Owner,512
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Tabernacle Apostolic Church,Church,93
2014-08-20,2015-08-20,Jimmy Bennett Sr.,David Davidson,Contractor,514
2014-08-20,2015-08-20,Jimmy Bennett Sr.,SNAP Set,Business Owner,515
2014-08-20,2015-08-20,Jimmy Bennett Sr.,Karen Browning,Property Owner,172
2014-03-31,2016-03-31,Allen Thrower,Jett Abraham,Zoning,516
2014-08-01,2016-10-09,Andrei Lubomudrov,Austin Board of Realtors,Real Estate,27
2014-03-31,2015-03-31,Allen Thrower,SFSV Hill,Zoning,970
2014-03-31,2015-03-31,Allen Thrower,Dalton Mueller,Zoning,971
2014-03-31,2016-03-31,Allen Thrower,1210 Barton Springs Road Venture,Zoning,525
2014-04-25,2016-04-23,Nikelle Meade,Central Health,Health Center,411
2015-01-28,2016-01-28,Amelia Lopez Saltarelli,Ron White Garza Estate,Land Owner,62
2014-04-24,2015-04-24,Jed Buie,Ryan Companies,Real Estate,447
2013-09-12,2015-05-08,Yuniedth Steen,Uber Technologies,Information Technology,655
2014-10-15,2015-10-15,David Hartman,Butler Park Pitch and Putt,Real Estate,300
2014-07-09,2015-07-09,Amanda Swor,Senior Quality Lifestyles,Real Estate,878
2014-07-09,2015-07-09,Amanda Swor,Spire Realty,Real Estate,880
2014-07-09,2016-07-20,Amanda Swor,Transwestern Commercial,Real Estate Developement,553
2014-03-31,2015-03-31,Allen Thrower,JEAE Family Ltd. Partnership,Zoning,972
2014-03-31,2015-03-31,Allen Thrower,Marval Property Investments,Zoning,973
2014-03-31,2015-03-31,Allen Thrower,Mustaquali Momin/Thaxton Properties,Zoning,974
2014-03-31,2015-03-31,Allen Thrower,Tan Min Ho,Zoning,975
2014-03-31,2016-03-31,Allen Thrower,PRJ Development,Zoning,565
2014-03-31,2015-03-31,Allen Thrower,Jose and Gloria Perez,Zoning,976
2014-03-31,2016-03-31,Allen Thrower,Sheahan Business Center,Zoning,566
2014-03-31,2015-03-31,Allen Thrower,Houston 6000 Bissonnet,Zoning,977
2014-03-31,2016-03-31,Allen Thrower,Greif Yount Partnership,Zoning,567
2014-09-25,2015-09-25,Mike Meroney,American Heart Association,Non-profit Public Health Organization,478
2014-09-25,2015-09-25,Mike Meroney,The First Tee Greater Austin,"Water, Parks",591
2014-04-25,2015-04-25,Nikelle Meade,Husch Blackwell,,119
2015-09-29,2016-09-28,Ray Allen,Reagan National Advertising,Outdoor Advertising,832
2015-09-29,2016-09-28,Scott Miller,Reagan National Advertising,Outdoor Advertising,832
2015-09-29,2016-09-28,Jeffrey Heckler,Reagan National Advertising,Outdoor Advertising,832
2015-09-19,2016-09-18,Mike Peterson,AT&T,"Network deployment, development, zoning and signage issues",101
2015-09-16,2016-09-15,Emily Timm,Workers Defense Project,Non- Profit,41
2015-09-12,2016-09-11,John Joseph,Robert Turner,Property Owner,870
2015-09-05,2016-09-04,Karen Wunsch,Masterplan,Land use consulting,543
2015-09-01,2016-08-31,Alice Glasco,Benchmark Development/Goodnight Ranch,Zoning,575
2015-09-01,2016-08-31,Alice Glasco,MOMARK Development,Zoning,460
2015-09-01,2016-08-31,Alice Glasco,Condominiums at Tuscany Oaks,Land Development,576
2015-09-01,2016-08-31,Alice Glasco,Journeyman Construction,Construction,210
2015-09-01,2016-08-31,Alice Glasco,JBS Holdings,Zoning,577
2015-09-01,2016-08-31,Alice Glasco,Michael Young,Zoning/Land Development,578
2015-09-01,2016-08-31,Alice Glasco,Texas Association of Counties Risk Management Pool,Zoning/Land Development,579
2015-09-01,2016-08-31,Alice Glasco,"Nassour, Jimmy",Zoning,580
2015-09-01,2016-08-31,Alice Glasco,M.J. Investments,Zoning/Land Development,581
2015-08-20,2016-08-19,Kaitlyn Murphy,American Heart Association,Non-profit Public Health Organization,478
2015-08-19,2016-08-18,Ryan Thompson,Allegiant Air,Airlines,582
2015-08-18,2016-08-17,Robert Kleeman,Covered Bridge Property Owners Association,,583
2015-08-18,2016-08-17,Robert Kleeman,Hill Country Estates Homeowners Association,,584
2015-08-18,2016-08-17,Robert Kleeman,Onion Creek Club,Golf Course,585
2015-08-18,2016-08-17,Robert Kleeman,Roy Cavanaugh,Real Estate,271
2015-08-06,2016-08-05,Peter Brown,Feld Entertainement,Entertainment,587
2015-08-01,2016-07-31,Jeffrey Howard,The Brohn Group,Real Estate Investment/Development,171
2015-08-01,2016-07-31,Jeffrey Howard,Milestone Community Builders,Real Estate,259
2015-08-01,2016-07-31,Jeffrey Howard,TCAS Global Investments,Property Owner,592
2015-08-01,2016-07-31,Jeffrey Howard,"Eads, Ralph, III",Property Owner,593
2015-08-01,2016-07-31,Jeffrey Howard,JFP Industrial Interests,Property Owner,594
2015-08-01,2016-07-31,Jeffrey Howard,FourT Realty,Real Estate,596
2015-08-01,2016-07-31,Jeffrey Howard,ARG Bull Creek,Real Estate Development,258
2015-07-29,2016-07-28,Christina Holch,American Heart Association,Non-profit Public Health Organization,478
2015-07-21,2016-07-20,Pamela Madere,RDE Assets,Restaurant,598
2015-07-15,2016-07-14,Stephen Rye,Manchester Financial Group,Real Estate Developement,599
2015-07-15,2016-07-14,David Anderson,ECC Commercial,Real Estate,600
2015-07-15,2016-07-14,Stephen Rye,Austin Pets Alive,Pet Adoption,601
2015-07-15,2016-07-14,David Anderson,Wolfpack Group,Real Estate Development,817
2015-07-15,2016-07-14,Stephen Rye,Forestar Real Estate Group,Land Development & Sales,46
2015-07-15,2016-07-14,Stephen Rye,Legend Communities,Real Estate Development,183
2015-07-15,2016-07-14,Stephen Rye,Brandywine Realty Trust,Real Estate,602
2015-07-15,2016-07-14,Stephen Rye,Oden Hughes,Real Estate,117
2015-07-15,2016-07-14,Stephen Rye,Wolfpack Group,Real Estate Development,817
2015-07-15,2016-07-14,David Anderson,"Whitman, Requardt and Associates",Engineering,978
2015-07-15,2016-07-14,Stephen Rye,Boys and Girls Club,Real Estate Development,603
2015-07-15,2016-07-14,Stephen Rye,BDB Ventures,Real Estate Development,548
2015-07-02,2016-07-01,Holly Desheilds,Luxe Valet,On Demand Valet Parking Service,604
2015-06-27,2016-06-26,Alexandra Jashinsky,"Bullard, Michael",Property Owner,605
2015-06-27,2016-06-26,Alexandra Jashinsky,Central Health,Health Center,411
2015-06-27,2016-06-26,Alexandra Jashinsky,Falcon Southwest Development Co,Real Estate,608
2015-06-27,2016-06-26,Alexandra Jashinsky,Griffin School,Property Owner,609
2015-06-27,2016-06-26,Alexandra Jashinsky,Premier Parking Enforcement,Transportation,397
2015-06-27,2016-06-26,Alexandra Jashinsky,"Aguirre, Antolin",Mobile Vending,612
2015-06-27,2016-06-26,Alexandra Jashinsky,Bounce Marketing and Events,Event Company,395
2015-06-27,2016-06-26,Alexandra Jashinsky,Austin Renaissance,Property Owner,425
2015-06-27,2016-06-26,Alexandra Jashinsky,Recurrent Energy,Solar Power Company,617
2015-06-27,2016-06-26,Alexandra Jashinsky,AXF Development,Property Owner,618
2015-06-27,2016-06-26,Alexandra Jashinsky,Synagro-WWT,,621
2015-06-27,2016-06-26,Alexandra Jashinsky,Foundation Communities,Non-Profit Company,622
2015-06-27,2016-06-26,Alexandra Jashinsky,CMST Development,Developer,624
2015-06-27,2016-06-26,Alexandra Jashinsky,"Lunsford, Jesse",Property Owner,626
2015-06-27,2016-06-26,Alexandra Jashinsky,1715 G,Zoning Issues,630
2015-06-27,2016-06-26,Alexandra Jashinsky,"Gaskins, Bart and Jill",Property Owner,631
2015-06-27,2016-06-26,Alexandra Jashinsky,Austin Convention Enterprises,Convention and Hospitality Management,633
2015-06-27,2016-06-26,Alexandra Jashinsky,South River City Citizens Associations,Neighborhood Association,521
2015-06-27,2016-06-26,Alexandra Jashinsky,Marcus Whitfield,Property Owner,636
2015-06-27,2016-06-26,Alexandra Jashinsky,69 Grandview,Property Owner,643
2015-06-27,2016-06-26,Alexandra Jashinsky,Edward Lopez,Property Owner,644
2015-06-16,2016-06-15,Glen Coleman,1023 Holdings,1023 Springdale TIA/Zoning,646
2015-06-13,2016-06-12,Mary Nabers,Crown Castle,Wireless Infrastructure,648
2015-06-13,2016-06-12,Gay Erwin,Kronos,Workforce Solutions,649
2015-06-13,2016-06-12,Mary Nabers,Gordian Group,Construction Procurement Solutions,650
2015-06-13,2016-06-12,Mary Nabers,Red Stone Construction,Construction Services,651
2015-06-13,2016-06-12,Mary Nabers,McKinstry,Facility Services,653
2015-06-13,2016-06-12,Mary Nabers,Kronos,Workforce Solutions,649
